sample,feature,shap
59,sex,0.007499091586219864
59,chest pain type,-0.2544564127730829
59,resting bp s,0.012197756954399522
59,cholesterol,-0.05905437863037752
59,fasting blood sugar,-0.035861192392804594
59,resting ecg,-0.012706836198205344
59,max heart rate,-0.057717862038826485
59,exercise angina,0.06261899451202348
59,oldpeak,0.09000913204284672
59,ST slope,-0.10985599780991076
60,age,0.010085370422362178
60,sex,0.0072897452215041755
60,chest pain type,0.08868422209473195
60,resting bp s,-0.0093701153251537
60,cholesterol,0.013985084525382555
60,fasting blood sugar,-0.015642301917139674
60,resting ecg,-0.01138754891772554
60,max heart rate,0.10233238539575047
60,exercise angina,0.053277858407338355
60,oldpeak,0.034494415111460265
60,ST slope,0.1098173034372907
61,age,0.019728450346662717
61,sex,0.007099938070986673
61,chest pain type,-0.09697749300457816
61,resting bp s,-0.03010263106370819
61,cholesterol,0.015287237252009936
61,fasting blood sugar,0.0795655432378805
61,resting ecg,-0.009508343949339962
61,max heart rate,-0.029337806076587584
61,exercise angina,-0.02654649551011337
61,oldpeak,0.039438771800857926
61,ST slope,0.1210487916788215
62,age,0.01721234921147157
62,sex,0.009787511773201585
62,chest pain type,-0.015342307215284443
62,resting bp s,-0.034139592489174087
62,cholesterol,0.04041456569603292
62,fasting blood sugar,0.0849669365977738
62,resting ecg,-0.005626236177478665
62,max heart rate,0.00869255933571896
62,exercise angina,0.06704869316426823
62,oldpeak,0.04110776771110466
62,ST slope,0.1420946240422452
63,age,0.018176738235365635
63,sex,0.014579165356360365
63,chest pain type,0.12779328614032573
63,resting bp s,-0.0069111801627735015
63,cholesterol,0.032530566978803514
63,fasting blood sugar,-0.033068109148283675
63,resting ecg,-0.02100065637102616
63,max heart rate,-0.0007883301288122926
63,exercise angina,0.10622426062590444
63,oldpeak,0.041122494959341026
63,ST slope,-0.08113052273701726
64,age,-0.06905731741394343
64,sex,-0.022969107964845442
64,chest pain type,-0.01160898241514717
64,resting bp s,0.03722455850427745
64,cholesterol,0.02339455661834054
64,fasting blood sugar,-0.02870944041230876
