sample,feature,shap
25,age,0.0038462180825008466
25,sex,0.018445543559225588
25,chest pain type,0.16421489231074032
25,resting bp s,-0.008296624129412974
25,cholesterol,0.00014487767728442523
25,fasting blood sugar,0.03483388028247571
25,resting ecg,-0.02343905741654175
25,max heart rate,0.002363293750475091
25,exercise angina,0.019850057243794655
25,oldpeak,-0.011623585223027979
25,ST slope,0.195261932134119
26,age,0.029921485083814568
26,sex,-0.018211859618132677
26,chest pain type,-0.19601298175766407
26,resting bp s,0.0012743521152311327
26,cholesterol,-0.003719749238983922
26,fasting blood sugar,-0.010011502272060411
26,resting ecg,-0.07522787636949609
26,max heart rate,0.028745246574590183
26,exercise angina,-0.008419759019974408
26,oldpeak,0.023000896822609546
26,ST slope,0.20077078036977816
27,age,0.016138253015646135
27,sex,0.0017600371725660494
27,chest pain type,-0.07429495411420328
27,resting bp s,0.0023171843555001245
27,cholesterol,-0.01842972609922347
27,fasting blood sugar,-0.013157487817161534
27,resting ecg,-0.041686436840549554
27,max heart rate,0.01622706366991324
27,exercise angina,-0.0344257359156286
27,oldpeak,-0.061550670548049954
27,ST slope,-0.23737619984255506
28,age,0.006934409576128962
28,sex,-0.013244828861584684
28,chest pain type,-0.1270633053243306
28,resting bp s,0.014635340856449717
28,cholesterol,0.002534810056308362
28,fasting blood sugar,-0.00849060593836786
28,resting ecg,-0.07541377499874369
28,max heart rate,-0.016182296960929304
28,exercise angina,0.0027158310888558
28,oldpeak,0.00032549944869923346
28,ST slope,-0.1905530353711454
29,age,-0.012511399621682042
29,sex,-0.007445388308125258
29,chest pain type,-0.07016925568803649
29,resting bp s,-0.004531411516349053
29,cholesterol,-0.014451377619305518
29,fasting blood sugar,-0.01419113031818103
29,resting ecg,-0.04544271423235594
29,max heart rate,-0.018085210589650787
29,exercise angina,-0.012882615221033638
29,oldpeak,-0.06721859290271517
29,ST slope,-0.2699478943668961
30,age,-0.029959810281188777
30,sex,-0.09484528360414639
30,chest pain type,-0.11227168292404566
30,resting bp s,-0.008315483492177481
30,cholesterol,-0.017620871060924574
30,fasting blood sugar,-0.011875308745524903
30,resting ecg,-0.08360721671030939
30,max heart rate,0.002650852763129409
30,exercise angina,-0.02903570566578184
30,oldpeak,-0.005728478657362622
30,ST slope,-0.11346192205920914
31,age,-0.05483178190261023
31,sex,-0.1385880597140851
31,chest pain type,0.0521520512751845
31,resting bp s,0.013798932006633291
31,cholesterol,-0.011055688578150712
31,fasting blood sugar,-0.014258200361061533
31,resting ecg,-0.03633229808321077
31,max heart rate,0.03180221463175339
31,exercise angina,-0.03811523029177266
31,oldpeak,-0.07252652539913322
31,ST slope,-0.15588095368883137
32,age,0.009154082601472598
32,sex,0.056453442418015885
32,chest pain type,-0.12758570998095878
32,resting bp s,-0.02442572255208448
32,cholesterol,0.008038924455827521
32,fasting blood sugar,-0.0037906127390839464
32,resting ecg,-0.053915614432624756
32,max heart rate,-0.03226647932127248
32,exercise angina,-0.0032712093772816237
32,oldpeak,0.03505968443395558
32,ST slope,0.18117176756376147
33,age,-0.011753370891360013
33,sex,-0.006816408233386297
33,chest pain type,-0.07790069585211847
33,resting bp s,0.07244879276877214
33,cholesterol,-0.011195668039853298
33,fasting blood sugar,-0.011481056640133658
33,resting ecg,0.0580926801726435
33,max heart rate,-0.025524218313028688
33,exercise angina,0.055187827457091755
33,oldpeak,0.07112726510388222
33,ST slope,-0.1788639083294956
34,age,0.01438302327269648
34,sex,0.017748592181692308
34,chest pain type,0.1609558731402111
34,resting bp s,-0.0006665089930997792
34,cholesterol,-0.0014421213338086183
34,fasting blood sugar,-0.005165719349356353
34,resting ecg,-0.023764510704528705
34,max heart rate,0.02125791910295122
34,exercise angina,0.03634817585011086
34,oldpeak,0.03216549399395484
34,ST slope,0.15544084549254755
35,age,0.02296716222402494
35,sex,0.012000534105078675
35,chest pain type,0.09762540748177309
35,resting bp s,0.003117589103021277
35,cholesterol,0.021297830308905506
35,fasting blood sugar,-0.007590776572507436
35,resting ecg,0.023364738915973064
35,max heart rate,0.007977606196299598
35,exercise angina,0.040240784822172804
35,oldpeak,-0.008180541946526218
35,ST slope,0.2072618436640038
36,age,-0.000576275498275387
36,sex,-0.19053723057884678
36,chest pain type,0.04219505414268444
36,resting bp s,-0.01741425020286756
36,cholesterol,-0.048764334205030645
36,fasting blood sugar,-0.04712455136487435
36,resting ecg,-0.038706197310983965
36,max heart rate,-0.02839282722865336
36,exercise angina,-0.03693090055872711
36,oldpeak,-0.05305500855773345
36,ST slope,0.1658392227272222
37,age,-0.007050701154971003
37,sex,-0.005773114544574517
37,chest pain type,-0.09096722220059217
37,resting bp s,-0.003102868791300457
37,cholesterol,0.010410751232063269
37,fasting blood sugar,-0.016040559979262802
37,resting ecg,-0.038796781713802644
37,max heart rate,-0.012481616209836186
37,exercise angina,-0.012517870091434685
37,oldpeak,-0.07468726696748167
37,ST slope,-0.268568407498982
38,age,-0.0020541968393043377
38,sex,-0.014129251037705728
38,chest pain type,-0.3884108273303025
38,resting bp s,-0.044226210012708364
38,cholesterol,-0.012025732623943236
38,fasting blood sugar,-0.011653884682929808
38,resting ecg,-0.04851746523845363
38,max heart rate,-0.022240207537985585
38,exercise angina,0.002247163559151097
38,oldpeak,-0.03710188743231021
38,ST slope,0.1468189818937239
39,age,0.012789551356261728
39,sex,-0.022193849725424496
39,chest pain type,-0.11025501911428252
39,resting bp s,-0.08889088497656267
39,cholesterol,0.021628542726019377
39,fasting blood sugar,-0.008561919663388779
39,resting ecg,-0.06701206728160936
39,max heart rate,-0.013929149051150566
39,exercise angina,-0.014760046150693332
39,oldpeak,0.00620722929793088
39,ST slope,0.23271876444635517
40,age,-0.03795246194013895
40,sex,0.0003773981745825751
40,chest pain type,-0.07718620293410032
40,resting bp s,0.01779045975698834
40,cholesterol,0.010754152262380995
40,fasting blood sugar,-0.01989494059139386
40,resting ecg,-0.0315769314142966
40,max heart rate,0.01101114095932214
40,exercise angina,-0.034672604858087624
40,oldpeak,-0.10412881790139236
40,ST slope,-0.23192629473689272
41,age,-0.013123987980673787
41,sex,0.012015151902459428
41,chest pain type,0.1732288642413351
41,resting bp s,-0.0033022978891419285
41,cholesterol,0.045213406315140044
41,fasting blood sugar,0.03247734102916128
41,resting ecg,-0.013795104797028886
41,max heart rate,-0.002961694190117386
41,exercise angina,0.029542509183228205
41,oldpeak,0.0007044257110430266
41,ST slope,0.152437489009222
42,age,-0.06691584426258598
42,sex,0.011632418105608841
42,chest pain type,0.074010962700739
42,resting bp s,-0.021774813607339894
42,cholesterol,0.008992812464659954
42,fasting blood sugar,-0.018265524565748766
42,resting ecg,-0.02957085272033159
42,max heart rate,0.03356474343063639
42,exercise angina,-0.03956323327162463
42,oldpeak,-0.0907141860328867
42,ST slope,-0.25090421455133405
43,age,-0.019767067207093297
43,sex,0.002739532096631566
43,chest pain type,-0.07862661683808472
43,resting bp s,0.07793398780231424
43,cholesterol,-0.00609318744090271
43,fasting blood sugar,-0.007619478909766305
43,resting ecg,-0.03687938048302485
43,max heart rate,0.03494012362572259
43,exercise angina,0.05742310089659377
43,oldpeak,-0.09702926866400405
43,ST slope,-0.23039157102663885
44,age,-0.014907282666137436
44,sex,-0.15825402108679834
44,chest pain type,0.11969496608209555
44,resting bp s,-0.02783248355898135
44,cholesterol,-0.03365620870094558
44,fasting blood sugar,-0.02996203530061088
44,resting ecg,-0.03744756479827635
44,max heart rate,0.029425446976560736
44,exercise angina,0.07179240242549025
44,oldpeak,-0.0030309020137942112
44,ST slope,0.15951481536906134
45,age,0.00589881431432098
45,sex,0.025189541315118
45,chest pain type,0.1570341859171575
45,resting bp s,-0.003086830326053767
45,cholesterol,-0.004928366917407324
45,fasting blood sugar,-0.0072642376318654955
45,resting ecg,0.030223846191216784
45,max heart rate,-0.008669531023275815
45,exercise angina,0.04173909774357817
45,oldpeak,0.01433026562004141
45,ST slope,0.14892768777842696
46,age,-0.0011088387499482869
46,sex,-0.014336748092849813
46,chest pain type,0.007379020066829632
46,resting bp s,0.012815378956710807
46,cholesterol,0.021094483854116896
46,fasting blood sugar,-0.006826368945377369
46,resting ecg,0.06499626708400032
46,max heart rate,-0.01451640082028874
46,exercise angina,-0.004651178113965608
46,oldpeak,0.03551276688633733
46,ST slope,0.2252608009125746
47,age,0.004177865100688019
47,sex,0.0005024070285020258
47,chest pain type,-0.032594868187221945
47,resting bp s,0.008967462650276007
47,cholesterol,-0.0031123308248464246
47,fasting blood sugar,-0.0013427213234759236
47,resting ecg,-0.03248442605999745
47,max heart rate,-0.005809731526168468
47,exercise angina,0.017636450692012706
47,oldpeak,0.05046071280520664
47,ST slope,0.2416499021488275
48,age,-0.01766722739395793
48,sex,-0.055581375027149785
48,chest pain type,-0.07112616388895221
48,resting bp s,-0.00960033327933845
48,cholesterol,-0.023230228331721697
48,fasting blood sugar,-0.014034393645002266
48,resting ecg,-0.04134568357553635
48,max heart rate,-0.01820244878337401
48,exercise angina,-0.024546564184509585
48,oldpeak,-0.059987053122363444
48,ST slope,-0.221993543085884
49,age,0.07279627871033795
49,sex,-0.02010691174892763
49,chest pain type,-0.06584053756767685
49,resting bp s,0.026549763377524
49,cholesterol,0.013015985047549902
49,fasting blood sugar,-0.006813677861848242
49,resting ecg,-0.08475022109565021
49,max heart rate,0.022872974565379116
49,exercise angina,-0.017134384662404273
49,oldpeak,-0.03731906681929632
49,ST slope,-0.2274000532955708
50,age,-0.022270691670287987
50,sex,-0.0051014624105416755
50,chest pain type,-0.04998905465677325
50,resting bp s,0.01698175602767116
50,cholesterol,-0.061586219305922514
50,fasting blood sugar,-0.007936563532631844
50,resting ecg,-0.053403478130431684
50,max heart rate,-0.03073689911323832
